id,error_code,model_id,solution
444,P0122,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1sjSs7dfv5b7-aJlhzJZy00COCPKuBNjn/view?usp=sharing
445,P0123,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1tItNukavFuY7ohF_f8yw_ZGEiPT-Ts7A/view?usp=sharing
446,P0125,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/141Pc8XKLGOZJ2UYWi0MxxtuIRIfMJ5sH/view?usp=sharing
447,P0128,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1jsNICWDtUxGtDa7JlrnUQsAgoJiALQFx/view?usp=sharing
448,P0131,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1gGge1N2xEY1O3JmsnI6N3ltJUjLP48zo/view?usp=sharing
449,P0132,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1soD8nkOnx7H9tLtAOmNF8dd5Et7bQ71i/view?usp=sharing
450,P0133,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Qi2zX2fDDkPdrdj_eHJntm0hxodGelD_/view?usp=sharing
451,P0135,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/16hfiOVxkstbDDvs2KBXz2BmoOLDDojHJ/view?usp=sharing
452,P0136,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1RFNzc2URfD0jWhSTlzAJHKujc4Y_1PCt/view?usp=sharing
453,P0137,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1zByMKJTC_Eyvncrlb4lJgo3D-TJd0svB/view?usp=sharing
454,P0138,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1xCjPR0a_e51c0RBVTEmh6Xm1a7H2lZPI/view?usp=sharing
455,P0139,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Iz6FmAoJ7KDBHHSc-bcJUdpqCSoKqi85/view?usp=sharing
456,P0140,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1WpyPqek4nZms1gYrR-AnhMXinvvnQkjJ/view?usp=sharing
457,P0170,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1jzBymIeEau3i2TyCGLbdzIg3iwpJok4g/view?usp=sharing
458,P0221,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1NkeJevgNDBC2oq24Hc_YOulQ_yIGRuDT/view?usp=sharing
459,P0222,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1dkJX28aO1IFvePj3gzyOuexuvWQ55cnD/view?usp=sharing
460,P0223,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1rJvzHlSRGaDb8TgVP_AD_1uWG0Eb3f7I/view?usp=sharing
461,P0261,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1bQtCsMyZew6umx-i0rPhZ4Nwl9J0fJQp/view?usp=sharing
462,P0262,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1LoruSnbBoGv88jxrPEowZrTaCX1sVIvo/view?usp=sharing
463,P0264,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1DdgRP0qm_eawElDbrje7l-ELk6v0l8m3/view?usp=sharing
464,P0265,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Vk89bFpsmIfobhHAg8FuYX7DDcLdnRaV/view?usp=sharing
465,P0267,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1rMHuf7lvXQ-komnyGby2AoBfiAkrkcQ-/view?usp=sharing
466,P0268,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1UrUq1KY37QXdagxTA1mZAKWm_JVdPZY5/view?usp=sharing
467,P0270,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Y1qEwlG48125TKBqnbC7KJWYG7qbyIIG/view?usp=sharing
468,P0271,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/164U_3AAfcFAElIGNeXgFvJif9dNClpHR/view?usp=sharing
469,P0300,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/13IgB3GHEbKlPdWqy_Q3EYjz9R9qwYtpE/view?usp=sharing
470,P0301,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1iIwuVVCW2_VBmnlxZYmlKtMj4tu5U-OT/view?usp=sharing
471,P0302,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1vuJhSH1gjYfSU4XfvMW1iT0Qz6_cvPsJ/view?usp=sharing
472,P0303,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1JWgsbBarsj4WNyp54ldrPumF8TNFzmI4/view?usp=sharing
473,P0304,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Os2_LCdXs8zF65tRY_r8CFmqT0vMjNCy/view?usp=sharing
474,P0326,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1pZYtH1qKuBK9YVms24OYAKXtdaaw3CRR/view?usp=sharing
475,P0335,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1BF9AT_rPVzSO-5Vwm7F-OXFpF29Bmahb/view?usp=sharing
476,P0336,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1BWTNmtO1wQVzYWZbMq4AC2Ce9bCqiuke/view?usp=sharing
477,P0340,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1jJzqJaSdiGhKYYYMuoRghzItR5R9WrUv/view?usp=sharing
478,P0341,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1PT9Aeo5BwHQ6hAyoQarZvllgA77Vtvm3/view?usp=sharing
479,P0365,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Fw57Z5hlxeVia9hNAn4eWnfOJzEfULOZ/view?usp=sharing
480,P0366,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1LbyEJSXTJDOlatEJxbmTKzihUgddsI4E/view?usp=sharing
481,P0420,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1ePYh6ulmKauc4oi5by4oq0k9z64QIX7_/view?usp=sharing
482,P0441,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1_Mr__9D-yDZkp_rhq_E1Do6NxOmRiE1M/view?usp=sharing
483,P0442,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1vZ62dpcr9eTsEX6qaQ2UFRhoeW2Y9zBX/view?usp=sharing
484,P0444,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1mzF9vFVj2iSrkW2Py04iseY-Xt8U485X/view?usp=sharing
485,P0445,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Si2GAc2BPjshbwo6Hwm4rJUKN8D_sYWu/view?usp=sharing
486,P0447,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1qfJuTil0VjOGmwAzHCLriD9JXnjA--2p/view?usp=sharing
487,P0448,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/183gNp8lQBxfWQc_1WagJoLCz02JdEuKb/view?usp=sharing
488,P0449,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/125MyPEfTtczMxxY-eR0b36dijTbPNL0g/view?usp=sharing
489,P0451,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1cv5jT9DQJTLuHPWj37R8ppgGbsFOX_vJ/view?usp=sharing
490,P0452,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/15zJUXCry6NcMhBe336gobBb0PFpMLR44/view?usp=sharing
491,P0453,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1gGzJFhechg29A2jyONHkGCckp3eMWhtP/view?usp=sharing
492,P0454,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/13QgPdCm7JXzfnTMf-qJNTe04n5UqLwWg/view?usp=sharing
493,P0455,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Bvv_iMgqPHYBFgRS247PWULLL7MMqC3p/view?usp=sharing
494,P0456,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1pbzHMjOkFw7uFG6HchZDM8tkuy_iFDG9/view?usp=sharing
495,P0461,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1vb9nLB7CZIN2y5KTzQM42bimSp3h5jOW/view?usp=sharing
496,P0462,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1oHoyUGVvheIhzW2pQ1Xrs9mvEjMiDmrI/view?usp=sharing
497,P0463,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1PDGFgY-DTTvZ8laLVhi8peRJDwX0lqaV/view?usp=sharing
498,P0464,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1u6Kj-4XDRrx1Ietb7N_P5kp4GV3Bgz6y/view?usp=sharing
499,P0504,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1RSo_zQbd0iES8tTCX6QNc0c5lQiZ1KPb/view?usp=sharing
500,P0506,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/12yTu5dOXupZc_vkCPpo9t-XMImQpZjh7/view?usp=sharing
501,P0507,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1IuwG_yzh_2SLgDLRwEOYG-MnlF63SS9V/view?usp=sharing
502,P0532,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1S0DYqR_UreOc368iC0R6a376937D67ii/view?usp=sharing
503,P0533,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1a9Eb9yiWljOw-cpUq_N5EeOyDin8RhHw/view?usp=sharing
504,P0562,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1UV3VYJyCIPZUXyAXOzcaNXFg4QRNUOAs/view?usp=sharing
505,P0563,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Ix5iM4WwPni5rHs8vwTcMI4ZXYIPIDh5/view?usp=sharing
506,P0564,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/13Uf8xkBcN2QZlx-FLGCgwj0E33b6aJE0/view?usp=sharing
507,P0605,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1qJMqv9mYkJlOlNShxWRdp9iI_PSvgOpg/view?usp=sharing
508,P0606,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/10RlW0ylJMH_h5GIQaiOGm4IuSJgsUvxp/view?usp=sharing
509,P0620,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1UWOrdORHhaROTt8uqsCFdG9bwKrq0QeM/view?usp=sharing
510,P0625,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/10C_9YwqPL1raKt7MywXvg9n-F6c9tkUm/view?usp=sharing
511,P0626,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1DDi86SWFJmfMUuK6Jml5Slsi6tPxMex7/view?usp=sharing
512,P0630,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1-xHBlW_q644brYlI-Ga6KuTqbxpo1-xO/view?usp=sharing
513,P0638,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1QRvYKH0OleGEwWTKuUzQhP8aPu5lL__1/view?usp=sharing
514,P0642,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1psKloQiQfNwS66Wo-Vex3KFXgXS-cFtB/view?usp=sharing
515,P0643,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/18MvwhNwBuATkTvqW1R-nUIESMjzAiD7d/view?usp=sharing
516,P0646,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1K3at_oaMtl_ZiErpjj1UvOxabuyx-ZTD/view?usp=sharing
517,P0647,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1amoFRbyTeZ-7dLhafgnuxG7eQw-3e3FX/view?usp=sharing
518,P0652,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1j8Cx0iDTDX3Abi8IiB7a_ITxJAfuM86b/view?usp=sharing
519,P0653,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1EzLceeFJ-taSCb9ui-w2C_Iye0ZViHnw/view?usp=sharing
520,P0661,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/161UMB7u1R5-JnDlsSARC8qBwVs-9dVAI/view?usp=sharing
521,P0662,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1DP5mFkE-Nx9w-4LgGlff9OuIFAZTbWJ8/view?usp=sharing
522,P0698,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/15SjB81chicPZ2fwEKjbUrHuLxRiNb6Uq/view?usp=sharing
523,P0699,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Oe5o_iIwUGOahmqGp_63gSkRwiulfzY3/view?usp=sharing
524,P06A4,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1iHL7Rtbhmc0vDeON7nNHpR85sAKuDOIA/view?usp=sharing
525,P06A5,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1VNSr6LNoY7lezb2j4iBu-GuAnQgFvtya/view?usp=sharing
526,P0704,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1vImrslQD1IH4zIlO9mm9BWKZRrwJcpe0/view?usp=sharing
527,P2004,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1NKFqaZ7q4pK-qpisQmLBuSgLlYxyEw7P/view?usp=sharing
528,P2006,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Iy9MkxE8FwHHt0LYfEhhhCB9gApdAz48/view?usp=sharing
529,P2008,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1vywAO-IctjTXrhtIuMISgS8HT1S9ell8/view?usp=sharing
530,P200A,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1a2_G7tQrl4_LTTEc2xN4_0D1hK9vV0df/view?usp=sharing
531,P2016,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Py9Ncg_hNSxnVYvwa0ekWQIr9prZrdYl/view?usp=sharing
532,P2017,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1BAet9kb2GEaFa8d5Yvjkk3ImQvgLrr6w/view?usp=sharing
533,P2096,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1beujqHm6UChu_JEUG3o1UT82jvqXTKzG/view?usp=sharing
534,P2097,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1yQvhDnzCJV8tmbiR6IX3bSCn2tp2D2bL/view?usp=sharing
535,P2101,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/18Cc7J9tc83gEt0nh_c1M0wR2suP6_UVv/view?usp=sharing
536,P2104,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1qR66nKXYFoHqwcOfsJD2Ip64kbNVQdXP/view?usp=sharing
537,P2105,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1X-z7XlZsueoDuawoPYwIR4Xfl0LHpYqT/view?usp=sharing
538,P2106,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Mfg4SzZwpU7D6-cq_zBK3RgfdiQoUVyt/view?usp=sharing
539,P2110,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1xwtHE9n7b-2BfkcmsfkqsJllfAawtjaI/view?usp=sharing
540,P2118,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Lvk9h0U_is8YwSGI8sJccJlvADArmg7t/view?usp=sharing
541,P2119,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1JbmPmUg-VyBNqn_M7TN5XO9-Cpv94dgT/view?usp=sharing
542,P2122,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1j4TII0KmIOaCUf0PgoO7b52RZIOMsOYC/view?usp=sharing
543,P2123,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Mh3VeMs_2s4Ei6PMd-bfY5BaTfkN-5Jz/view?usp=sharing
544,P2127,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1adAW39TkSfz50Y7ytZHJct4PF7N769yj/view?usp=sharing
545,P2128,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/13BNeFdxkBtd2B1pfcTSqjr40v88akgXS/view?usp=sharing
546,P2138,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/13J6UPhNAUkUdD6DD7j6tghrJbckfKpKd/view?usp=sharing
547,P2159,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Ph-1A4UV_HatDHK15Gx9zrFROjCG1z3n/view?usp=sharing
548,P2187,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1qUP28y4f6atSjBJS4APNNT66y4S_dVaB/view?usp=sharing
549,P2188,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1HDdSLPMWXq4RoyBWXyI1kxZOkPXWKjZm/view?usp=sharing
550,P2191,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1ydBq0OljuYdQUflIIxNM_BGeLSfuixAv/view?usp=sharing
551,P2192,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1W7QzhYNftklmSfWcsosBn0fqAA9bSle3/view?usp=sharing
552,P2195,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Tc-jPaIxqqGLrA8wXwRuanUtrsE97_LW/view?usp=sharing
553,P2196,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1jDnc1aqi9OIoox7OsL0HDjbikTM8AVF4/view?usp=sharing
554,P2237,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1RIP515-Rcad8ywiX_KJsbKR4L2_p-LO6/view?usp=sharing
555,P2243,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1nXII13-jZbstCBkNavW1yZDAQdAVtWaa/view?usp=sharing
556,P2251,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Ini63T_hhgFnUE23qfZ4pRJAQMZTiDZr/view?usp=sharing
557,P2270,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1msjnKopKxZkrb4apTDsqs9TnRN_9gBsE/view?usp=sharing
558,P2271,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1ozBa5SfcsbQmS-ijkY3Bm8sv41uNX3eh/view?usp=sharing
559,P2297,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Clnn7ioE_7TZl-yXTaWrX5BbIRKfIdRL/view?usp=sharing
560,P2414,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1sASv_p1lSja-MOw_VfQI1-uxw7HdHude/view?usp=sharing
561,P2502,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1FZi1lehBv76vRiu-eKluHlC7Ke2cPvyT/view?usp=sharing
562,P2503,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1cIkoNFtMwK6OTzViZmcAEyWJFYZia6iN/view?usp=sharing
563,P2610,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1YTeWfhGiakl1jfWugOCVvzoqEkrYYiOJ/view?usp=sharing
564,P2626,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1v2BtkURFNnIBC-9HcXpuci3CgrWiXwdP/view?usp=sharing
565,U0001,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/10B1zysMjiK1R-dyrNnaI2j-tjshg3Ni7/view?usp=sharing
566,U0101,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1IFUIY2tZF02A76FQYXpG3R-QBRaV117Q/view?usp=sharing
567,U1111,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/1Ycbg5b8BsEW1Pul74M4jGY_EESERi8JY/view?usp=sharing
568,U1112,1.6 MT Elantra 2012 ,https://drive.google.com/file/d/10MfCMq2a_DWOnjfIyw3YFmbGcIo6fwai/view?usp=sharing
569,P0011,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1nIT0SuI7IfZOZ440-pPGuQil5Li9CjPT/view?usp=sharing
570,P0014,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1l8SXzcYV4l6H_kHiMP06_LxSX7wGhSp8/view?usp=sharing
571,P0016,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1ir2MVAsdtOFqomDAAyo2BfxjnAw-zKhz/view?usp=sharing
572,P0017,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1-KlSEQUaV8C18bFa_MC-IqTGR1LEKlf3/view?usp=sharing
573,P0018,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1IyIPMEBbGtHUHrG8hnxZxULeWpPTg5aY/view?usp=sharing
574,P0019,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1s_7PBTI2SOYwFceTL1cbZEYdY6L_OqUR/view?usp=sharing
575,P0021,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1rbfcDnyAGdjjocxeUGOsxd8ma7Du6uf9/view?usp=sharing
576,P0024,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/12nEIpMup146TeIJPqzPFyENcWTHHlbdI/view?usp=sharing
577,P0030,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1tqKjuPVHZovQz7pwNogKMPW-DwywacrC/view?usp=sharing
578,P0031,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1L9MwTIbWFKEwoVqUhZllQSI7OvPMF2Cm/view?usp=sharing
579,P0032,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1TJtMBRjpkCsi9hP5MknNvuZ5wVEAw7GQ/view?usp=sharing
580,P0036,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1sjUFKJk2xsjpXqJrs44ouILYYU28MuC2/view?usp=sharing
581,P0037,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1m37s4cQ_vSYBJHcLPr14PXCnMjstOqQ5/view?usp=sharing
582,P0038,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1X8zgFb5t7R8z60dMLxQ-NIrXM4DfnXii/view?usp=sharing
583,P0050,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1iqU5a57nFjNOXPh7Mpz60tmzUkWivo0n/view?usp=sharing
584,P0051,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1usHfDk-9FDdK54kq8PpxD5u3KXrWue_g/view?usp=sharing
585,P0052,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1YpasjeoC8oEhoOBmG4mTyU3e_neCxIqp/view?usp=sharing
586,P0056,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1OMiAkXNUU9vWZ152Ie8fmyZfZfZobKuE/view?usp=sharing
587,P0057,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1fa3w7J3Rs3MT69zwLvAtZ8jpusTLzqzU/view?usp=sharing
588,P0058,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1jY8WTUuYb7Lyzbf1m9GEMzvgEas7krKp/view?usp=sharing
589,P0076,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1Q7o1B7izKnI4IrlIO02Q2UjDyhK9EQeR/view?usp=sharing
590,P0077,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1QoGJmD-SsRMHIMsEA-H_Q2BGGsMQLSPh/view?usp=sharing
591,P0079,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1q4aCnT0zEa6nK5yZGhgMB7BQX6zj0NVx/view?usp=sharing
592,P0080,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1z7lFei_Os_OwZ4k70aiTudQNtAqb2VTp/view?usp=sharing
593,P0082,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1FhnSrkHOcAuFINwoWGId7hchjoZC5_K6/view?usp=sharing
594,P0083,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/13jUdVD6wAss0692TmAnHFDvmoWlnALgO/view?usp=sharing
595,P0085,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/15LCoCpEoUfmfX9tL0Hs9M7h43tvMtykA/view?usp=sharing
596,P0086,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1Qb3bAXGAqHGseFRED4V2gQESn-SMmAW5/view?usp=sharing
597,P0087,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1YSiIj-WvgxUECKjeIrXImDNPqI0OviQZ/view?usp=sharing
598,P0088,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1E_LNwtADRujyBvCx8VFZN2uZ8SJTtXxj/view?usp=sharing
599,P0090,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1L-23dECgV2v8yiPqflEFX8ArmwOrqV1V/view?usp=sharing
600,P0091,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1MGL21gtEGVieCXYG9_0zgQhbNt73H4FT/view?usp=sharing
601,P0092,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1EVnlPgQZtjKcdtko6u_Vub-bcH0_mIwa/view?usp=sharing
602,P0106,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1xndS-_lz5T0Co1-zK9RRHypT7xdhJGIB/view?usp=sharing
603,P0107,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1_q6LBicxX-K4FxacoT2vNdPvyeM3hp7F/view?usp=sharing
604,P0108,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1YEVRpsf7MqcgdvF9DLBOMErz6uWFZ2Pa/view?usp=sharing
605,P0111,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1NXEJY-gxL2FwJUhLRyevKiVUBWEhaHNZ/view?usp=sharing
606,P0112,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1uYRQTDG4eIthHGjfu_a17HKsjTyo2cSP/view?usp=sharing
607,P0113,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1NSl93p0VkXVTIbrAvyiBxKCeFc242saz/view?usp=sharing
608,P011B,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1oC6PHYH9XGwsq7IBv3SYlNzVAC7PTFv_/view?usp=sharing
609,P0116,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1o1duJrhEbEd2G_ijysd3DUtNwbbyCNGw/view?usp=sharing
610,P0117,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1u-q5g4T75y_8HBSFMVP6JXvbkC5aiHkP/view?usp=sharing
611,P0118,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1QE7Jtsg0egBlhTH7v8VOQNBtdXq6QEmL/view?usp=sharing
612,P0121,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1ijGv6RPVRvjoNSfe2VOreq6vHpTFjZhM/view?usp=sharing
613,P0122,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/10ENkUmCvEtatwqEEZ3yQXbq34j3A-hXt/view?usp=sharing
614,P0123,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1nvQjjBuUFDy7U9ePtdEWxjocRnZllkan/view?usp=sharing
615,P0125,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1OkueUgYx-ZqYXgu0atoTngZFq7Sp0sWI/view?usp=sharing
616,P0128,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1qmZEE-VeHNUO-iYw7FmYng2MAatjW6C6/view?usp=sharing
617,P0131,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1LpVPBrxPcPm2ooLmZ7dJiVWCqxf7TYRS/view?usp=sharing
618,P0132,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1s4l7lunSv2RPLXEV_-lqHxV5SbZnS4eU/view?usp=sharing
619,P0133,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1mM7iYdnDVegjyKxVd0_VobcqU9Fyw0Hg/view?usp=sharing
620,P0134,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1iQs1RiFwK6aDoyRWkj4zAgua4HTql8xd/view?usp=sharing
621,P0137,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/11tNe78vJSUCcNbuhOa2ih9uWbLBIJsL-/view?usp=sharing
622,P0138,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1XivxyW2nfhtZcQClHfSBt7yOakhojV8E/view?usp=sharing
623,P0140,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1PrWqy0MW9WSog53JXDvrlgIw_qTQKpNt/view?usp=sharing
624,P0151,2.4 AT 2WD santa fe 2013,https://drive.google.com/file/d/1ZKsKTBJECKs6_QHvd1gyDZgNaW_SAB3Q/view?usp=sharing
